Census_Tract,FIPS ,CITYNAME,Service_Area,Male,Female,White,African_American,Native_ American,Asian,Pacific Islander,Other,Multi-Race,Latino,Total_Population,GEOID,Tract,Tract Number,Neighborhood,Location,Latitude,Longitude
203800,44000,Los Angeles city - Boyle Heights,4,2449,2498,79,25,6,28,0,19,3,4787,4947,1400000US06037203800,"Census Tract 2038, Los Angeles County, California",203800,Boyle Heights,"(34.045049, -118.196441)",34.045049,-118.196441
203900,44000,Los Angeles city - Boyle Heights,4,1608,1525,34,16,7,17,0,5,2,3052,3133,1400000US06037203900,"Census Tract 2039, Los Angeles County, California",203900,Boyle Heights,"(34.0342105, -118.195139)",34.0342105,-118.19513899999998
204110,44000,Los Angeles city - Boyle Heights,4,1623,1663,25,11,10,37,1,3,3,3196,3286,1400000US06037204110,"Census Tract 2041.10, Los Angeles County, California",204110,Boyle Heights,"(34.038791, -118.198734)",34.038790999999996,-118.198734
204120,44000,Los Angeles city - Boyle Heights,4,1402,1445,27,2,4,19,1,4,3,2787,2847,1400000US06037204120,"Census Tract 2041.20, Los Angeles County, California",204120,Boyle Heights,"(34.033887, -118.2011895)",34.033887,-118.2011895
204200,44000,Los Angeles city - Boyle Heights,4,1852,1770,55,15,1,108,2,11,6,3424,3622,1400000US06037204200,"Census Tract 2042, Los Angeles County, California",204200,Boyle Heights,"(34.043615, -118.205084)",34.043615,-118.20508400000001
204300,44000,Los Angeles city - Boyle Heights,4,2493,2544,60,11,9,111,0,9,9,4828,5037,1400000US06037204300,"Census Tract 2043, Los Angeles County, California",204300,Boyle Heights,"(34.038738, -118.208061)",34.038738,-118.20806100000001
204410,44000,Los Angeles city - Boyle Heights,4,1269,1289,46,4,6,79,0,10,6,2407,2558,1400000US06037204410,"Census Tract 2044.10, Los Angeles County, California",204410,Boyle Heights,"(34.046181, -118.214985)",34.046181,-118.21498500000001
204420,44000,Los Angeles city - Boyle Heights,4,1732,1644,58,80,1,32,1,0,15,3189,3376,1400000US06037204420,"Census Tract 2044.20, Los Angeles County, California",204420,Boyle Heights,"(34.0445335, -118.211622)",34.0445335,-118.21162199999999
204600,44000,Los Angeles city - Boyle Heights,4,2238,2140,83,18,8,39,0,6,3,4221,4378,1400000US06037204600,"Census Tract 2046, Los Angeles County, California",204600,Boyle Heights,"(34.036247, -118.2161145)",34.036246999999996,-118.2161145
204700,44000,Los Angeles city - Boyle Heights,4,2638,2626,79,9,1,35,1,9,7,5123,5264,1400000US06037204700,"Census Tract 2047, Los Angeles County, California",204700,Boyle Heights,"(34.030962, -118.212412)",34.030962,-118.21241200000001
204810,44000,Los Angeles city - Boyle Heights,4,2384,2392,62,3,4,18,2,17,4,4666,4776,1400000US06037204810,"Census Tract 2048.10, Los Angeles County, California",204810,Boyle Heights,"(34.028574, -118.2027025)",34.028574,-118.20270249999999
204820,44000,Los Angeles city - Boyle Heights,4,1168,1214,20,0,8,24,0,2,0,2328,2382,1400000US06037204820,"Census Tract 2048.20, Los Angeles County, California",204820,Boyle Heights,"(34.023785, -118.2058885)",34.023785,-118.2058885
204910,44000,Los Angeles city - Boyle Heights,4,1669,1656,48,10,9,10,14,6,10,3218,3325,1400000US06037204910,"Census Tract 2049.10, Los Angeles County, California",204910,Boyle Heights,"(34.0250545, -118.1964135)",34.025054499999996,-118.1964135
204920,44000,Los Angeles city - Boyle Heights,4,1396,1320,34,3,3,5,0,4,3,2664,2716,1400000US06037204920,"Census Tract 2049.20, Los Angeles County, California",204920,Boyle Heights,"(34.0181175, -118.197122)",34.018117499999995,-118.197122
205110,44000,Los Angeles city - Boyle Heights,4,2198,1979,51,2,5,5,0,4,3,4107,4177,1400000US06037205110,"Census Tract 2051.10, Los Angeles County, California",205110,Boyle Heights,"(34.0244945, -118.214114)",34.0244945,-118.214114
205120,44000,Los Angeles city - Boyle Heights,4,1892,2047,28,50,3,46,0,7,10,3795,3939,1400000US06037205120,"Census Tract 2051.20, Los Angeles County, California",205120,Boyle Heights,"(34.0191645, -118.2113105)",34.0191645,-118.2113105
206010,44000,Los Angeles city - Wholesale District,4,1516,1810,127,109,7,1305,10,9,34,1725,3326,1400000US06037206010,"Census Tract 2060.10, Los Angeles County, California",206010,Elysian Park,"(34.0702965, -118.2318745)",34.070296500000005,-118.23187450000002
206020,44000,Los Angeles city - Wholesale District,4,7782,254,1664,2961,8,292,22,17,49,3023,8036,1400000US06037206020,"Census Tract 2060.20, Los Angeles County, California",206020,Chinatown,"(34.057696, -118.232064)",34.057696,-118.232064
206031,44000,Los Angeles city - Wholesale District,4,1762,1389,1152,190,9,1296,2,20,122,360,3151,1400000US06037206031,"Census Tract 2060.31, Los Angeles County, California",206031,Downtown,"(34.0344105, -118.23121)",34.0344105,-118.23121
243100,44000,Los Angeles city - Watts,6,2849,3086,92,1801,15,19,2,9,63,3934,5935,1400000US06037243100,"Census Tract 2431, Los Angeles County, California",243100,Watts,"(33.933448, -118.234588)",33.933448,-118.23458799999999
206032,44000,Los Angeles city - Wholesale District,4,2728,2810,104,72,10,749,4,12,21,4566,5538,1400000US06037206032,"Census Tract 2060.32, Los Angeles County, California",206032,Boyle Heights,"(34.0473465, -118.2237095)",34.0473465,-118.2237095
206050,44000,Los Angeles city - Wholesale District,4,974,1148,124,101,2,135,0,3,8,1749,2122,1400000US06037206050,"Census Tract 2060.50, Los Angeles County, California",206050,Boyle Heights,"(34.0290235, -118.2229675)",34.0290235,-118.22296750000001
206200,44000,Los Angeles city - Little Tokyo,4,1895,1260,381,840,14,1204,3,5,71,637,3155,1400000US06037206200,"Census Tract 2062, Los Angeles County, California",206200,Downtown,"(34.04707, -118.2428045)",34.04707,-118.24280449999999
206300,44000,Los Angeles city - Wholesale District,4,5580,1782,1209,3969,75,152,12,12,109,1824,7362,1400000US06037206300,"Census Tract 2063, Los Angeles County, California",206300,Downtown,"(34.0405235, -118.244262)",34.0405235,-118.244262
207101,44000,Los Angeles city - Chinatown,4,1553,1681,372,156,2,2227,0,1,91,385,3234,1400000US06037207101,"Census Tract 2071.01, Los Angeles County, California",207101,Downtown,"(34.0610075, -118.2449835)",34.0610075,-118.24498349999999
207102,44000,Los Angeles city - Chinatown,4,1239,1281,61,94,7,1728,0,1,8,621,2520,1400000US06037207102,"Census Tract 2071.02, Los Angeles County, California",207102,Chinatown,"(34.058835, -118.239167)",34.058834999999995,-118.239167
207103,44000,Los Angeles city - Chinatown,4,1051,1138,47,17,5,1879,1,0,11,229,2189,1400000US06037207103,"Census Tract 2071.03, Los Angeles County, California",207103,Chinatown,"(34.0642795, -118.2398345)",34.0642795,-118.2398345
207301,44000,Los Angeles city - Downtown,4,2711,1780,1705,866,42,698,7,22,218,933,4491,1400000US06037207301,"Census Tract 2073.01, Los Angeles County, California",207301,Downtown,"(34.0469135, -118.251366)",34.0469135,-118.25136599999999
207302,44000,Los Angeles city - Downtown,4,2308,1449,1802,693,36,379,2,18,161,666,3757,1400000US06037207302,"Census Tract 2073.02, Los Angeles County, California",207302,Downtown,"(34.0474815, -118.2478185)",34.0474815,-118.24781850000001
207400,44000,Los Angeles city - Downtown,4,1248,114,284,306,4,92,0,2,17,657,1362,1400000US06037207400,"Census Tract 2074, Los Angeles County, California",207400,Downtown,"(34.056393, -118.24561)",34.056393,-118.24561000000001
207501,44000,Los Angeles city - Downtown,4,1151,1249,604,179,6,1191,3,5,71,341,2400,1400000US06037207501,"Census Tract 2075.01, Los Angeles County, California",207501,Downtown,"(34.0565345, -118.2528675)",34.0565345,-118.25286750000001
207502,44000,Los Angeles city - Downtown,4,1116,1290,505,111,2,1399,7,4,69,309,2406,1400000US06037207502,"Census Tract 2075.02, Los Angeles County, California",207502,Downtown,"(34.0524315, -118.253282)",34.0524315,-118.25328200000001
207710,44000,Los Angeles city - Downtown,4,1908,1613,1289,355,5,1230,5,5,103,529,3521,1400000US06037207710,"Census Tract 2077.10, Los Angeles County, California",207710,Downtown,"(34.0467345, -118.2622625)",34.0467345,-118.2622625
207900,44000,Los Angeles city - Downtown,4,2815,2827,1593,378,10,2313,13,14,120,1201,5642,1400000US06037207900,"Census Tract 2079, Los Angeles County, California",207900,Downtown,"(34.0403745, -118.260362)",34.0403745,-118.26036200000001
208000,44000,Los Angeles city - Temple-Beaudry,4,3686,3834,566,341,7,1218,3,24,68,5293,7520,1400000US06037208000,"Census Tract 2080, Los Angeles County, California",208000,Echo Park,"(34.062852, -118.2552085)",34.062852,-118.2552085
208301,44000,Los Angeles city - Temple-Beaudry,4,1370,1093,48,6,8,61,0,2,3,2335,2463,1400000US06037208301,"Census Tract 2083.01, Los Angeles County, California",208301,Westlake,"(34.061991, -118.265842)",34.061991,-118.26584199999999
208302,44000,Los Angeles city - Historic Filipinotown,4,766,821,92,60,1,240,0,7,27,1160,1587,1400000US06037208302,"Census Tract 2083.02, Los Angeles County, California",208302,Westlake,"(34.0634965, -118.26261)",34.0634965,-118.26261000000001
208302,44000,Los Angeles city - Temple-Beaudry,4,1375,1440,52,300,1,187,0,8,14,2253,2815,1400000US06037208302,"Census Tract 2083.02, Los Angeles County, California",208302,Westlake,"(34.0634965, -118.26261)",34.0634965,-118.26261000000001
208401,44000,Los Angeles city - Temple-Beaudry,4,2136,1962,158,77,6,523,3,6,23,3302,4098,1400000US06037208401,"Census Tract 2084.01, Los Angeles County, California",208401,Westlake,"(34.063775, -118.269137)",34.063775,-118.26913700000001
208402,44000,Los Angeles city - Historic Filipinotown,4,1468,1488,82,48,9,634,1,0,32,2150,2956,1400000US06037208402,"Census Tract 2084.02, Los Angeles County, California",208402,Westlake,"(34.0682985, -118.265581)",34.0682985,-118.26558100000001
208501,44000,Los Angeles city - Historic Filipinotown,4,1334,1504,121,50,6,1322,0,11,43,1285,2838,1400000US06037208501,"Census Tract 2085.01, Los Angeles County, California",208501,Westlake,"(34.0694385, -118.271932)",34.069438500000004,-118.271932
208502,44000,Los Angeles city - Temple-Beaudry,4,1887,1895,182,125,1,676,9,24,34,2731,3782,1400000US06037208502,"Census Tract 2085.02, Los Angeles County, California",208502,Westlake,"(34.0660235, -118.2741745)",34.0660235,-118.27417450000002
208610,44000,Los Angeles city - Historic Filipinotown,4,938,953,50,52,0,829,0,1,19,940,1891,1400000US06037208610,"Census Tract 2086.10, Los Angeles County, California",208610,Westlake,"(34.071928, -118.280946)",34.071928,-118.280946
208610,44000,Los Angeles city - Temple-Beaudry,4,1228,1248,95,71,4,1114,0,13,24,1155,2476,1400000US06037208610,"Census Tract 2086.10, Los Angeles County, California",208610,Westlake,"(34.071928, -118.280946)",34.071928,-118.280946
208620,44000,Los Angeles city - Historic Filipinotown,4,568,577,37,44,1,292,0,2,8,761,1145,1400000US06037208620,"Census Tract 2086.20, Los Angeles County, California",208620,Westlake,"(34.069656, -118.2780295)",34.069656,-118.27802949999999
208620,44000,Los Angeles city - Temple-Beaudry,4,1829,1882,130,192,1,1506,2,14,46,1820,3711,1400000US06037208620,"Census Tract 2086.20, Los Angeles County, California",208620,Westlake,"(34.069656, -118.2780295)",34.069656,-118.27802949999999
208710,44000,Los Angeles city - Westlake,4,2331,2433,214,261,2,2674,0,10,75,1528,4764,1400000US06037208710,"Census Tract 2087.10, Los Angeles County, California",208710,Westlake,"(34.065666, -118.282003)",34.065666,-118.282003
208720,44000,Los Angeles city - Westlake,4,2352,2108,221,132,6,405,2,18,25,3651,4460,1400000US06037208720,"Census Tract 2087.20, Los Angeles County, California",208720,Westlake,"(34.062837, -118.2811225)",34.062837,-118.28112250000001
208801,44000,Los Angeles city - Westlake,4,1696,1475,199,180,5,791,15,9,17,1955,3171,1400000US06037208801,"Census Tract 2088.01, Los Angeles County, California",208801,Westlake,"(34.0602215, -118.276593)",34.060221500000004,-118.27659299999999
208802,44000,Los Angeles city - Westlake,4,1617,1437,407,168,6,515,45,13,39,1861,3054,1400000US06037208802,"Census Tract 2088.02, Los Angeles County, California",208802,Westlake,"(34.061881, -118.2785535)",34.061881,-118.27855349999999
208902,44000,Los Angeles city - Westlake,4,1586,1009,78,19,3,87,3,23,2,2380,2595,1400000US06037208902,"Census Tract 2089.02, Los Angeles County, California",208902,Westlake,"(34.0564435, -118.2723635)",34.0564435,-118.2723635
208903,44000,Los Angeles city - Westlake,4,2729,1811,211,286,3,133,4,27,46,3830,4540,1400000US06037208903,"Census Tract 2089.03, Los Angeles County, California",208903,Westlake,"(34.0594445, -118.273509)",34.0594445,-118.273509
208904,44000,Los Angeles city - Westlake,4,2330,1860,206,82,19,205,4,6,10,3658,4190,1400000US06037208904,"Census Tract 2089.04, Los Angeles County, California",208904,Westlake,"(34.059592, -118.270177)",34.059591999999995,-118.270177
209102,44000,Los Angeles city - Westlake,4,3462,2635,186,367,9,814,6,17,31,4667,6097,1400000US06037209102,"Census Tract 2091.02, Los Angeles County, California",209102,Westlake,"(34.05566, -118.2674565)",34.055659999999996,-118.2674565
209103,44000,Los Angeles city - Westlake,4,1910,1649,39,111,6,40,0,18,5,3340,3559,1400000US06037209103,"Census Tract 2091.03, Los Angeles County, California",209103,Westlake,"(34.0570845, -118.2639395)",34.057084499999995,-118.2639395
209104,44000,Los Angeles city - Westlake,4,1293,1317,110,117,3,138,1,5,19,2217,2610,1400000US06037209104,"Census Tract 2091.04, Los Angeles County, California",209104,Westlake,"(34.058994, -118.2663115)",34.058994,-118.2663115
209200,44000,Los Angeles city - Westlake,4,1589,1473,596,160,11,723,3,11,76,1482,3062,1400000US06037209200,"Census Tract 2092, Los Angeles County, California",209200,Westlake,"(34.054276, -118.26086)",34.054276,-118.26086000000001
209300,44000,Los Angeles city - Westlake,4,2841,2581,769,330,22,543,6,9,95,3648,5422,1400000US06037209300,"Census Tract 2093, Los Angeles County, California",209300,Westlake,"(34.0508765, -118.2678705)",34.0508765,-118.2678705
209401,44000,Los Angeles city - Westlake,4,2156,1964,189,175,6,618,0,5,38,3089,4120,1400000US06037209401,"Census Tract 2094.01, Los Angeles County, California",209401,Westlake,"(34.0568345, -118.2810775)",34.056834499999994,-118.2810775
209402,44000,Los Angeles city - Westlake,4,2323,1704,207,125,8,175,1,9,13,3489,4027,1400000US06037209402,"Census Tract 2094.02, Los Angeles County, California",209402,Westlake,"(34.0546635, -118.2772135)",34.054663500000004,-118.2772135
209403,44000,Los Angeles city - Westlake,4,2060,1632,156,170,3,574,1,11,20,2757,3692,1400000US06037209403,"Census Tract 2094.03, Los Angeles County, California",209403,Westlake,"(34.0531325, -118.273845)",34.053132500000004,-118.273845
209510,44000,Los Angeles city - Pico-Union,4,1539,1341,88,105,6,587,1,6,20,2067,2880,1400000US06037209510,"Census Tract 2095.10, Los Angeles County, California",209510,Westlake,"(34.0530605, -118.281509)",34.0530605,-118.28150900000001
209520,44000,Los Angeles city - Pico-Union,4,1615,1378,52,73,7,315,2,4,12,2528,2993,1400000US06037209520,"Census Tract 2095.20, Los Angeles County, California",209520,Pico-Union,"(34.050539, -118.2769545)",34.050539,-118.27695449999999
209810,44000,Los Angeles city - Pico-Union,4,1291,1205,162,181,2,267,0,4,21,1859,2496,1400000US06037209810,"Census Tract 2098.10, Los Angeles County, California",209810,Pico-Union,"(34.049228, -118.2819155)",34.049228,-118.2819155
209820,44000,Los Angeles city - Pico-Union,4,1644,1551,56,115,3,189,6,42,14,2770,3195,1400000US06037209820,"Census Tract 2098.20, Los Angeles County, California",209820,Pico-Union,"(34.047197, -118.278215)",34.047197,-118.27821499999999
210010,44000,Los Angeles city - Pico-Union,4,1924,1852,77,117,0,447,0,11,14,3110,3776,1400000US06037210010,"Census Tract 2100.10, Los Angeles County, California",210010,Pico-Union,"(34.0467975, -118.2717075)",34.0467975,-118.27170749999999
211000,44000,Los Angeles city - Hancock Park,4,2507,2668,3145,209,2,1295,2,31,159,332,5175,1400000US06037211000,"Census Tract 2110, Los Angeles County, California",211000,Hancock Park,"(34.0683115, -118.3326325)",34.0683115,-118.33263249999999
211120,44000,Los Angeles city - Wilshire Center,4,2797,2998,320,217,4,3614,2,19,82,1537,5795,1400000US06037211120,"Census Tract 2111.20, Los Angeles County, California",211120,Westlake,"(34.0652025, -118.286978)",34.065202500000005,-118.286978
211121,44000,Los Angeles city - Wilshire Center,4,1230,1251,192,112,1,979,3,27,44,1123,2481,1400000US06037211121,"Census Tract 2111.21, Los Angeles County, California",211121,Westlake,"(34.0726225, -118.2849265)",34.072622499999994,-118.28492649999998
211122,44000,Los Angeles city - Wilshire Center,4,1712,1555,307,200,17,1180,4,5,44,1510,3267,1400000US06037211122,"Census Tract 2111.22, Los Angeles County, California",211122,Koreatown,"(34.0726525, -118.289233)",34.072652500000004,-118.28923300000001
211201,44000,Los Angeles city - Wilshire Center,4,1440,1387,203,87,8,390,1,6,35,2097,2827,1400000US06037211201,"Census Tract 2112.01, Los Angeles County, California",211201,Koreatown,"(34.074518, -118.298475)",34.074518,-118.298475
211202,44000,Los Angeles city - Wilshire Center,4,1457,1381,219,77,3,485,1,37,35,1981,2838,1400000US06037211202,"Census Tract 2112.02, Los Angeles County, California",211202,Koreatown,"(34.074526, -118.2941155)",34.074526,-118.2941155
